hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,day,month,year,carb_monox
23,35,76,5,86,12,23.1,1000.9,0,ENE,0.8,2,Aug,2014,600
7,12,12,12,32,35,1.5,1016.9,0,NNE,2.1,2,Jan,2018,800
22,137,181,47,105,17,12.1,1004.5,0,ENE,1.2,15,Mar,2015,1800
12,184,184,2,57,120,27.7,1001.6,0,SE,1.2,21,Jul,2016,1400
6,36,83,6,,2,18.4,1006.9,0,E,1.3,27,May,2017,600
23,143,209,75,100,5,0.6,1018,0,E,1.5,6,Dec,2015,3300
5,9,32,2,26,35,12.3,1009.7,0,NNW,2.5,7,May,2017,200
11,14,32,5,12,90.6066,13.9,1010,0,NNE,3.6,11,Apr,2014,300
20,112,140,30,61,116,14.5,1013.7,0,SSW,0.8,23,Mar,2015,800
23,184,194,3,91,2,7,1009.5,0,NNE,0.9,18,Nov,2017,3000
7,41,72,14,42,19,23,1003.5,0,W,0.8,25,May,2014,600
2,135,135,2,16,52,22.7,990.7,0,NNW,1.2,26,Jun,2016,700
11,8,14,13,13,62,3.3,1020.5,0,SSW,1.7,4,Mar,2016,400
9,75,121,13,68,3,-4.2,1015.6,0,N,1.8,6,Dec,2017,3500
10,113,154,26,48,127,30.7,996.7,0,NE,1.8,1,Jul,2015,1200
19,68,77,2.5704,84,1,13.7,1013.3,0,W,0.9,13,Oct,2014,900
6,65,65,2,23,55,21.3,1000.9,3.6,NE,1.7,20,Jul,2017,600
15,34,34,5,6,84,2.4,1033.3,0,N,3.8,23,Feb,2017,300
18,14,19,2,15,88,6.6,1024.5,0,ENE,5,12,Apr,2016,300
23,42,104,15,66,22,15.7,1012.4,0,NE,1.7,29,Mar,2017,600
4,194,224,63,93,15,-2.6,1017,0,ENE,1.3,6,Mar,2016,2500
9,,,,,,-1.3,1026,0,NNW,0.9,29,Dec,2015,1222.923
1,22,30,7,62,42,3,1020.7,0,NE,0.6,26,Feb,2018,600
6,10,25,10,27,50,9.4,1011.8,0,NW,1.7,27,Mar,2017,600
21,207,207,8,36,189,28.2,991.7,0,E,1.3,7,Jul,2015,1300
19,72,104,3,25,232,31.6,987.6,0,S,1.5,30,Jul,2014,800
9,171,207,21,45,41,16.3,1005.4,0,S,1.3,1,Apr,2015,1400
20,28,35,2,73,62,25.7,998.8,0,S,1,30,Jul,2017,900
14,284,310,42,144,4,2.5,1016.3,0,SSW,1.1,31,Dec,2017,3700
6,89,105,7,46,71,21.2,997.3,0,NNW,1.4,4,Jun,2017,1100
23,195,225,55,118,2,-3.8,1030.9,0,E,1.3,12,Jan,2016,3900
9,108,108,2,51,40,20.9,992.5,0,NE,1,10,Jun,2016,1100
4,19,19,2,26,45,19.4,1004.1,0,ESE,0.5,31,Aug,2015,600
17,27,40,11,43,24,5.9,1018,0,SW,0,7,Nov,2015,800
20,9,30,5,21,53,3.1,1013.7,0,NNE,2.1,8,Dec,2017,500
2,69,69,45,44,23,-5.7,1016.7,0,NNW,1.5,22,Jan,2015,1400
9,12,45,7,40,32,31.7,1004,0,NNE,2.7,18,Aug,2014,500
21,10,62,2,15,72,5.2,1019.5,0,N,5.2,8,Mar,2016,300
4,15,17,36,29,32,-6,1030,0,N,1.9,31,Jan,2016,600
4,14,37,2,38,,19.2,1009.4,0,NNE,1.8,15,May,2016,300
3,227,252,19,118,6,2.9,1013.4,0,NNE,1.3,8,Dec,2017,4600
23,28,57,2,25,90,25.5,1004.7,0,ESE,1.9,3,Sep,2016,400
17,18,27,6,14,102,20.4,996.4,0,ESE,1.7,16,Apr,2014,300
0,25,28,3,50,24,11,994.8,0,SW,1,12,May,2015,600
6,18,29,3,41,26,15.8,1004.9,0,NE,0.8,9,Sep,2015,1100
15,40,61,6,6,214,33.2,995.1,0,SSW,1.9,12,Jul,2014,700
22,62,98,28,72,9,-1,1015,0,NW,2.2,9,Jan,2016,1800
6,59,111,7,80,5,9.9,1008.4,0,E,1.5,19,Apr,2017,1300
13,191,260,39,124,5,2.9,1019.9,0,SE,2.2,11,Dec,2017,3900
21,38,83,2,31,125,30,1001.6,0,SE,1.1,21,Aug,2017,1000
19,14,139,3,12,78,8.7,1010.3,0,NNW,6.1,8,Apr,2014,400
23,8,27,7,31,32,-2.1,1021.4,0,SE,0.7,5,Dec,2017,800
20,13,28,8,22,55,-2.7,1032.7,0,NW,4.3,21,Nov,2017,500
8,82,82,11,97,7,15.2,995,0,S,0.9,21,Apr,2017,1100
16,9,63,11,24,47,2.6,1020,0,WNW,2.9,12,Dec,2015,400
12,16,56,12,20,50,15.5,1014.8,0,SW,2.7,23,Oct,2014,300
0,136,169,54,99,8,-1.4,1025,0,NNE,0.6,15,Dec,2015,2600
6,224,224,2,39,12,8.8,1002.4,0,NW,0.1,25,Oct,2015,2000
6,55,80,2,66,5,6.2,1002.6,0,NNW,1.8,14,Apr,2016,1200
1,59,59,28,63,16,0,1019,0,SSW,0.2,6,Feb,2016,1800
19,83,90,6,94,66,25.2,999.8,0,E,2.2,24,Jun,2016,1000
14,14,14,2,16,73,31.3,1002,0,NW,2.1,27,Aug,2017,300
3,130,214,62,79,4,-2.6,1020,0,NNE,1.7,29,Dec,2015,4900
11,20,25,5,27,119,29.4,994.5,0,WSW,2.9,23,Jul,2014,300
20,76,149,32,44,159,23,1005.4,0,SE,2.5,16,May,2014,1200
6,9,6,14,12,55,-10.1,1029,0,NNE,1.4,9,Feb,2015,700
13,,53,5,38,123,29.2,1001.5,0,SE,1.6,7,Sep,2017,700
1,327,360,27,143,1,14,1017.7,0,SW,0,6,Oct,2014,2300
15,47,47,5,70,129,28.5,1001.9,0,NW,2.2,15,Jul,2016,900
22,41,34,25,59,1,-3.5,1016.2,0,NE,1,9,Dec,2014,1100
14,320,338,47,157,11,7.3,1015.2,0,SSE,1.4,29,Nov,2016,5800
23,501,561,134,130,1,-3.6,1018.9,0,NE,1.1,14,Feb,2015,3600
11,256,256,10,153,2,10.9,1003.7,0,ESE,2.3,5,Nov,2017,4800
15,164,164,36,85,56,14.6,1015.7,0,ENE,0.7,30,Oct,2015,1300
21,28,98,2,71,85,24.4,1004,0,NNW,1.1,26,Aug,2015,600
18,109,139,24,98,68,16.7,1004.1,0,SSE,2.2,2,Mar,2017,1300
5,61,95,2,53,25,24.5,995.5,0,W,1.7,24,Jul,2015,700
3,161,161,2,74,2,15.9,1007.7,0,SSW,0.9,19,Oct,2017,2300
14,183,183,7,29,229,29.9,1007,0,E,1.3,16,Sep,2017,1300
18,27,47,5,26,170,26.7,1004,0,WSW,1.1,17,Aug,2015,400
4,137,137,2,101,2,20.1,1012.8,0,NE,1.4,14,Sep,2017,1400
19,42,75,2,25,168,27.7,1003.5,0,SSW,2.2,29,Aug,2016,700
12,17,19,15,35,58,9.2,1012.6,0,SW,1.5,17,Feb,2017,500
15,170,170,9,52,172,24.5,1006.9,0,SE,1.5,2,Oct,2017,1200
19,91,130,19,57,52,5.7,1012,0,ESE,1.3,29,Mar,2014,1500
3,67,79,40,76,7,-3.6,1022.9,0,E,1.2,21,Feb,2017,2200
17,16,246,2,13,63,1.4,1021,0,NW,4.4,30,Nov,2015,300
5,4,9,3,,92,6.7,1005.2,0,NE,2.4,14,Apr,2014,200
17,7,17,2,18,104,33.3,997.6,0,SE,1.9,6,Aug,2015,200
4,8,8,2,19,50,16.4,1009.2,0,N,2.4,3,Oct,2016,400
12,345,345,12,99,27,20.4,1013.7,0,NE,0,9,Oct,2015,1900
11,107,154,40,87,5,5.1,1021,0,SSW,1.1,25,Nov,2015,2200
20,45,72,2,31,169,29,995.3,0,SSW,0.3,26,Jun,2015,700
21,11,20,2,16,49,25.7,995.9,0,NW,1.2,21,Aug,2016,300
22,35,51,2,29,108,28.1,993.6,0,E,1.1,4,Aug,2016,500
18,95,131,17,72,70,16.1,1009.7,0,SSE,1.2,2,Mar,2017,1300
5,77,77,2,19,63,14.4,1008.1,0.1,SE,2.2,4,Oct,2015,900
19,75,206,8,43,140,23.5,1011.9,0,WSW,4.4,24,Apr,2016,500
15,3,9,6,11,90,10,1018.2,0,SSW,2.9,13,Mar,2014,300
6,25,36,4,30,7,1.5,1014.7,0,WSW,0,29,Mar,2014,1100
2,12,12,2,18,44,12.1,1000.9,0,N,1.5,16,May,2017,400
18,189,189,8,35,156,24.3,989.1,0,SSE,0.8,11,May,2017,1300
13,345,380,44,155,2,8.4,1007.8,0,ESE,0.3,4,Mar,2017,5900
20,157,157,5,73,3,5.4,1025.4,0,SSE,1.2,10,Nov,2016,2600
20,352,372,106,100,18,-2.2,1015.2,0,NNW,1.2,14,Feb,2015,3100
20,46,105,2,34,136,24.1,997,0,SSE,2.9,10,May,2017,500
18,62,93,20,46,73,7.3,1013.4,0,SSE,1.7,18,Feb,2018,800
3,258,262,48,126,12,-3.7,1016.7,0,NW,0.6,2,Jan,2017,5500
23,9,13,2,14,83,10.4,1017.8,0,NNE,2.4,25,Mar,2017,500
20,67,89,33,81,5,-4.4,1025.3,0,E,1.1,29,Jan,2017,2000
9,143,143,21,50,79,24.7,1002.7,0,E,1.2,22,Jun,2016,1100
14,20,20,3,15,94,30.4,1006.7,0,WNW,2.3,18,Sep,2016,400
2,62,62,2,23,105,19.9,1009.5,0,NE,1.3,29,Aug,2015,800
1,32,32,2,57,35,26.3,1006,0,SE,1.8,8,Aug,2017,800
16,11,50,2,16,152,33.3,996.8,0,SSE,1.8,14,Aug,2017,700
15,280,222,19,98,22,18.9,1009.1,0,NW,1,29,Sep,2014,1600
2,57,80,7,69,2,0.9,1012.5,0,NNW,1.1,16,Nov,2017,1800
9,57,93,41,72,8,2,1014.9,0,E,1.6,14,Mar,2016,2400
11,62,83,6,80,1,19.8,1000.4,0,NNE,1.8,13,Sep,2014,1000
14,136,174,13,68,28,22.9,1001.7,0,SSE,2.1,26,May,2014,2899
18,28,99,19,26,49,-0.1,1024.4,0,NW,5,25,Dec,2014,700
0,14,14,2,18,99,21,1001.3,0.5,NE,0.7,13,Aug,2015,200
8,24,40,10,52,18,2.8,1023.6,0,NW,2.9,1,Dec,2017,900
12,12,55,3,5,99,20.5,1004.3,0,NNE,6.4,25,Apr,2014,200
16,29,41,8,26,44.7678,23.6,1012.7,0,SE,1.5,7,Oct,2014,1222.923
12,162,162,19,93,9,14.5,1010.9,0,E,1.1,31,Oct,2015,2900
9,39,39,2,52,30,27,1005.8,0,N,1.8,1,Aug,2017,800
9,107,124,2,29,36,25,999,0,SE,1.4,1,Aug,2016,1100
16,122,122,7,22,241,32.7,1001.8,0,S,2.6,8,Jul,2017,1300
22,13,26,5,15,79,21.9,1004.8,0,NNE,0.7,24,May,2014,300
21,38,100,9,109,0.2142,7.1,1012.2,0,N,0.2,11,Apr,2014,1100
14,156,129,17,25,41,18.8,1003,0,ESE,1.8,5,Jun,2014,1899
11,20,41,16,23,78,2.48,1019,0,SW,2.2,12,Jan,2018,400
7,,,28,56,18,23.3,1005.1,0,E,0.9,3,Jul,2016,2300
9,94,139,12,67,4.0698,11.1,1010,0,S,0.5,27,Oct,2014,1300
7,80,144,24,54,21,0,1023,0,W,6.2,15,Dec,2015,1200
14,60,64,41,60,43,5,1022.1,0,SE,0.9,3,Feb,2017,1700
3,236,236,32,132,2,-2.4,1022.1,0,ENE,1.7,15,Feb,2018,3900
7,11,11,5,39,33,-2.2,1023.7,0,W,1.5,4,Dec,2016,700
8,97,110,8,50,4,8,1008.7,0,NW,0.6,5,Apr,2014,2299
12,55,69,2,23,165,31.4,998,0,S,2.5,10,Aug,2017,800
17,46,76,16,46,71,7.1,1010.4,0,S,1.5,26,Feb,2017,700
22,129,154,5,35,122,22.7,1001.6,0,E,1.3,29,Apr,2016,1100
15,,138,4,,17,17.5,1008.9,0,SSE,1.1,18,Oct,2017,800
1,97,97,2,47,17,20.5,1002.8,0,SW,1.1,25,May,2015,1100
5,15,26,2,18,74,18.9,1011.7,0,NW,1.9,20,May,2016,200
15,14,59,9,7,75,6,1013,0,N,5.3,18,Jan,2016,600
10,18,27,11,22,86.3226,9.4,1011.4,0,NE,3.6,10,Apr,2014,400
20,37,37,2,51,12,8.3,1020.5,0,ESE,0.8,26,Oct,2015,700
20,45,45,2,38,45,22.8,998.1,0,N,1.4,18,Aug,2017,1600
21,87,245,17,69,64,19.7,999.9,0,NNE,1,17,Apr,2016,900
9,12,21,7,16,10,4.3,1023.2,0,NNW,3.4,27,Feb,2015,400
11,21,6,42,24,45,5.7,1015.4,0,NNW,2.3,5,Jan,2015,1222.923
18,89,191,52,48,86,12.8,1008.3,0,SSE,1.6,3,Apr,2014,800
10,12,24,25,36,32,-2.1,1026.5,0,NW,3.9,26,Dec,2014,500
1,95,130,6,22,101,26,995.6,0,ESE,1.9,2,Jun,2016,1000
12,16,16,5,23,60,-3.525,1032.75,0,NW,1.9,22,Jan,2018,600
16,144,158,19,114,16.065,11.7,1020.6,0,SW,0.4,31,Oct,2014,1400
12,22,26,14,29,36.6282,14.2,1010.8,0,S,1.8,7,Nov,2014,400
23,236,238,53,113,11,3.5,1015.4,0,E,1.1,7,Mar,2016,2100
5,23,23,2,11,97,17.8,1005.1,0.3,E,2.5,5,Sep,2016,500
13,25,36,5,32,26,29.7,997,0,NW,1.9,13,Aug,2017,1000
13,205,205,13,32,210,29.8,1001.7,0,SSE,2.2,28,Jun,2016,1700
18,35,48,2,14,179,30.2,991.8,0,E,1.7,28,Jul,2016,400
23,43,43,2,54,2,23.2,994.1,0,NNW,1.5,18,Aug,2017,2400
14,89,95,56,64,29,3,1026,0,SW,2.8,17,Jan,2016,1700
1,10,10,8,23,31,-1.3,1014,0,WNW,1.7,11,Dec,2014,500
3,64,64,2,98,2,24.2,1003.9,0,NE,1.3,21,Aug,2017,800
2,12,31,5,17,49,-4.5,1024.8,0,NNW,2.5,26,Dec,2014,100
21,83,141,5,84,2,9.2,1016.7,0,SSE,2.4,12,Nov,2017,1800
0,69,69,30,76,5,0.9,1027.4,0,SW,1.4,24,Dec,2017,1100
16,21,30,3,44,56,22.8,1000.3,0.2,NNW,0.7,10,Jul,2014,500
0,12,15,2,35,35,19.1,1005.8,0,NNE,1.6,27,Aug,2017,900
2,42,42,2,48,10,3.6,1017.2,0,S,0.8,8,Nov,2016,1000
0,9,33,25,17,45,-1,1020,0,NNW,3.7,17,Dec,2015,400
15,,,,,,8.1,1017,0,NE,0.9,25,Dec,2015,1222.923
14,7,16,2,9,90,17.8,1010.2,0,NW,3.1,12,May,2017,200
2,19,54,2,43,57,9.2,1003.2,0,NNE,1.2,3,Apr,2016,500
16,18,35,11,49,60,7.1,1016.3,0,WNW,4.7,3,Feb,2017,600
19,15,36,3,32,71,12.2,1016.1,0,NNW,1.5,25,Mar,2017,600
15,29,32,13,15,149,31.6,991.3,0,S,3.7,18,Jun,2015,400
21,32,121,4,108,8,22.8,989.5,0,SSW,0.7,26,May,2015,600
17,11,71,2,21,137,31.7,992.9,0,SSW,2.4,30,Aug,2017,200
15,16,19,2,13,55,18.6,1011.1,1.2,NNE,3.4,18,Sep,2017,500
14,12,16,5,15,77,10.5,1009.9,0,W,3.9,24,Mar,2014,500
19,116,121,2,48,131,24.7,1007.4,0,ENE,1.2,13,Sep,2017,1600
14,31,53,4,50,27,6.7,1017,0,NW,1.7,27,Nov,2015,700
20,450,435,119,128,4,-1.8,1016,0,NNW,2,15,Feb,2015,4600
13,57,65,19,38,110,24.6,994.7,0,SSW,1.6,5,May,2017,1000
3,13,30,14,28,50,-6,1035,0,NE,1.5,31,Jan,2016,600
7,69,133,8,71,2,6.1,1023.5,0,ENE,1.5,28,Oct,2015,1200
7,3,8,2,19,61,13.2,1016.7,0,NW,4,3,Apr,2015,200
4,8,21,2,14,39,-2.7,1021,0,W,3.9,12,Dec,2015,400
23,109,160,24,81,7,1,1015.7,0,E,2.1,21,Feb,2017,1700
19,67,118,15,76,5,3.7,1016,0,ENE,0.7,7,Nov,2015,2200
1,31,45,33,2,38,-1.1,1023.5,0,NNW,3.2,26,Jan,2017,1000
16,46,46,7,40,69,15.4,1023,0,SW,1.5,9,Nov,2015,600
15,55,99,31,29,145,23.6,1000.1,0,SSW,4.8,27,Apr,2014,900
7,58,103,6,38,51,18.5,997.9,0,NW,0.9,27,Apr,2016,800
17,21,44,15,57,33,-1.1,1020.4,0,WNW,2.1,19,Jan,2017,800
16,123,145,2,22,285,33.4,990.8,0,SE,2,23,Jul,2017,1400
2,120,138,2,,2,11.6,1016.3,0,SSW,0.3,13,Oct,2017,1600
8,46,47,59,70,1,-7.9,1027.3,0,WNW,0.5,15,Jan,2015,1400
9,10,10,4,33,54,1.2,1017.3,0,NNW,3.6,13,Feb,2017,400
21,91,91,3,81,2,3.5,1021.6,0,W,1,8,Nov,2016,1400
22,20,100,2,17,57,1.6,1019.4,0,NNW,1.1,10,Mar,2017,600
9,56,143,9,82,12,22,1010,0,ENE,1.5,22,Apr,2015,600
18,8,27,2,12,67,-0.9,1022.2,0,N,4.3,8,Feb,2018,300
18,73,85,2,18,220,29.8,993.5,0,E,1.9,22,Jul,2016,500
18,37,37,2,43,148,27.8,996.9,0,W,1.3,17,Jun,2016,600
4,190,190,16,23,,17,996.7,0,ENE,0.4,1,May,2017,1900
11,58,130,11,76,2,20.7,1010.9,0,E,0.7,28,Sep,2015,1300
12,310,310,11,67,66,19,1004.8,0,WSW,0.8,25,Oct,2015,1800
7,33,47,2,34,39,17.9,1006.7,0,NNW,1.5,8,Sep,2016,900
11,33,91,6,66,47,26,1003.6,0,SSE,1.6,21,May,2016,600
22,13,13,2,40,33,16.3,999.7,0,NNW,0,6,Jun,2015,300
4,251,251,2,109,,10.9,1018.4,0,ENE,1.1,15,Oct,2017,2200
0,98,110,50,92,3,-1,1025,0,WNW,0.8,29,Jan,2016,2200
21,19,66,6,31,102,26.2,1001.5,0,SW,4.1,16,May,2017,300
9,46,81,12,55,2,-2.8,1021.4,0,S,1.2,10,Dec,2017,2300
0,119,144,17,93,12,14.8,1010.9,0,SSW,0.6,18,Apr,2015,1900
16,50,101,11,44,71,19.7,1009.8,0,SW,1.3,14,Oct,2015,400
18,163,176,7,90,2,16,1011.9,0,ENE,1.2,3,Oct,2015,2200
12,37,63,2,24,190,34.3,996.3,0,SE,2.6,26,Jun,2017,600
3,51,71,15,24,134,21.9,1007.9,0,SE,2.2,23,May,2017,600
16,57,57,2,14,100,26.2,995.6,0,N,1.4,30,Jul,2016,800
12,37,48,14,39,75,29.8,997.9,0,SSE,1.9,14,Aug,2015,800
22,189,189,12,112,5,-2.3,1015.7,0,NW,1,2,Jan,2018,4000
8,164,168,7,33,47,24.4,1002.6,0,ENE,0.9,8,Jul,2016,1100
13,138,138,21,55,249,31.5,999,0,WSW,3.1,16,Jun,2016,1400
9,163,210,63,60,15,0.3,1012.3,0,NW,1.3,6,Mar,2016,2100
6,61,165,10,95,2,15.9,995.9,0,NE,1.3,13,May,2015,800
1,17,35,9,5,57,-0.26,1012.2,0,NE,1.8,13,Jan,2018,700
0,268,268,2,151,2,13.2,1018.5,0,SW,0,15,Oct,2017,2500
1,101,115,33,105,9,-1.2,1022.9,0,NE,1.3,12,Dec,2016,3500
4,13,19,16,25,41,3.6,1020,0,ENE,0.9,17,Nov,2015,400
0,136,154,48,85,8,-6.5,1019.2,0,NE,0.7,27,Jan,2017,4300
21,68,86,11,68,5,-4.4,1023.5,0,NNW,1.4,29,Dec,2017,1700
23,16,20,3,72,9,10.6,1015.8,0,NW,2,27,Oct,2016,600
15,55,63,16,71,28,11.4,1022.9,0,SE,0.9,2,Dec,2017,1100
7,40,64,29,38,38,-7.2,1017.6,0,NE,0.2,7,Feb,2017,1500
22,91,185,12,52,69,13.7,1021.2,0,SW,2.3,20,Mar,2017,1000
20,47,47,2,60,86,18.7,1005.7,0.2,ENE,0.9,1,Jun,2015,800
5,89,103,8,100,2,-4.2,1016.4,0,NNE,1.4,1,Jan,2017,2500
13,8,10,4,9,67,-1.7,1034.4,0,NW,3.8,22,Nov,2017,300
5,61,78,4,75,2,-1.8,1014.4,0,NE,0.7,3,Dec,2017,1600
0,35,35,2,56,45,23.9,1004.7,0,ENE,1.2,25,Aug,2015,600
9,287,287,5,96,57,17.7,1014.8,0,ENE,1.4,6,Oct,2016,2100
7,20,30,25,32,32,3.7,1016,0,N,2.4,17,Nov,2015,600
15,12,31,5,17,73,16.7,1009.9,0,NW,4.1,27,Oct,2016,300
17,9,23,5,21,85,14.1,1015,0,SE,2.4,18,Apr,2014,300
9,22,34,15,42,24,-3.6,1027.3,0,ENE,1,14,Dec,2017,1200
3,16,29,2,64,2,1,1029,0,E,0.7,29,Oct,2017,400
19,17,5,11,19,71,2.9,1022.2,0,NE,0.1,27,Feb,2015,400
4,166,183,14,96,2,5.8,1021,0,E,1.7,17,Nov,2017,3800
21,90,146,7,33,178,29.4,1002.3,0,SSW,1.6,23,Jun,2016,700
14,54,21,,24,90,23.1,1006,0,SSE,1.1,4,Sep,2014,900
10,145,272,122,86,68,16.7,998.3,0,NNW,7.7,9,Mar,2014,2200
0,135,219,15,105,2,7.9,1008.7,0,W,0,15,Oct,2015,1000
12,76,91,3,68,16,16.5,1021.2,0,SSW,1.5,12,Oct,2017,1300
0,270,270,2,93,10,0.9,1024.2,0,ENE,0.9,9,Dec,2016,5300
17,19,57,3,34,167,28.6,997.1,0,SE,1.4,3,Sep,2015,400
19,27,62,8,42,71,8.4,1016,0,S,1.9,11,Mar,2016,500
8,8,8,11,40,23,-5,1028,0,ENE,2.2,28,Jan,2016,900
23,64,64,7,45,100,25.5,1001.6,0,W,0.9,8,Aug,2015,800
15,35,46,17,63,20,4.6,1020.9,0,S,2,17,Dec,2016,900
1,81,81,,,,14.6,1015.5,0,ESE,1.6,21,Oct,2015,1222.923
16,6,26,6,15,94,3,1027,0,NE,2.8,7,Feb,2016,400
11,256,288,90,122,2,1,1007,0,E,1,23,Jan,2016,5100
7,32,49,51,43,21,-1.5,1018,0,NNW,2.8,14,Dec,2015,1000
8,237,277,6,103,3,5.3,1005,0,WNW,0.8,17,Mar,2017,2800
9,96,154,34,96,2,5.3,1028,0,ENE,1.3,23,Nov,2015,2200
22,81,113,84,110,3,-0.6,1022.3,0,NNE,1.4,2,Mar,2014,1500
11,40,50,2,28,79,23.2,1008.5,0,E,2,30,Aug,2016,1300
19,78,78,2,53,34,24.3,1003,0,NE,1.4,19,Jul,2017,1200
11,171,171,5,68,83,21.1,1005.2,0,SE,1.1,2,Oct,2017,1400
20,236,236,2,96,59,15.2,1014.4,0,SE,0.1,13,Oct,2017,1700
22,142,174,39,49,38,-0.75,1016,0,NE,1.1,27,Jan,2018,1200
10,36,36,4,50,13,20.3,1002,0,SW,1.3,23,Sep,2016,800
4,9,9,2,19,31,20.9,1009.7,0,NNE,1.2,3,Sep,2016,400
18,8,66,5,21,55,-0.8,1015,0,WNW,4.9,3,Dec,2015,300
20,27,95,5,58,88,24.9,1011,0,SW,2.2,13,Sep,2016,700
16,51,67,12,14,188,27.4,1004.9,0,ESE,2.4,2,Sep,2014,700
2,8,8,2,13,55,0,1022.1,0.2,NE,3.5,21,Nov,2017,400
1,78,185,49,65,18,11.4,998.7,0,WSW,0,13,Apr,2014,700
23,178,178,46,79,21,1.3,1011.5,0,NNW,0.8,3,Feb,2018,2600
5,12,12,19,44,20.349,9.2,1013.6,0,NE,1.7,3,Nov,2014,400
4,8,14,17,13,80,-0.875,1019,0,NE,1.3,13,Jan,2018,200
12,22,25,2,17,54,13.7,1009.4,0,N,1.6,9,May,2016,700
3,14,14,2,40,20,22.5,997.4,0,E,0.8,12,Jul,2015,200
16,15,55,2,11,119,27,997.1,0,WNW,8.5,18,May,2016,200
6,13,13,2,11,94,7.6,1020.2,0,NNW,2.3,13,Apr,2016,300
2,4,33,2,9,75,9.3,1014,0,NNE,1,5,Apr,2015,200
18,13,39,2,28,66,18.6,1002.5,0,NNW,3.9,1,Apr,2017,300
18,28,66,11,78,2,1.6,1019.6,0,S,1.1,9,Dec,2017,1000
4,280,280,6,113,2,10.3,1005.3,0,ENE,0.7,25,Oct,2015,2200
13,99,123,11,37,162,26.6,993.9,0,SW,1.6,19,May,2015,700
16,15,19,3,5,90,18.3,1003.5,0,NW,5.7,16,Apr,2017,200
17,167,163,3.4272,26.689,72.828,24.7,995.5,0,NNW,0.1,29,Jun,2014,1222.923
18,67,67,2,43,47,22.9,996.9,0.6,NNE,1.5,18,Aug,2017,2000
3,82,135,62,61,68,13.4,1004.7,0,SW,1.2,28,Apr,2014,2200
22,127,127,2,28,104,23.4,1000.5,0,N,1.3,29,Jun,2017,1100
5,176,248,32,70,14,-2,1010,0,NE,1.2,24,Feb,2016,2900
17,207,241,18,106,10,2,1021.2,0,SW,1.3,5,Jan,2018,4900
23,65,115,2,104,41,19.9,1005.6,0,ESE,1.1,23,Sep,2016,1100
20,24,24,2,31,107,21.3,1003.9,0,ENE,0.2,22,Jun,2015,400
5,41,41,14,47,12,-8.8,1028,0,NE,1.3,24,Jan,2018,1100
9,89,105,2,85,4,17,1013.3,0,ENE,1.3,30,Sep,2017,900
5,49,65,2,37,10,-0.3,1019,0,SSW,0.1,8,Nov,2015,1400
16,43,69,2,10,201,35.8,991,0,SSE,3.7,10,Jul,2017,500
19,12,22,11,12,64,3.2,1014.1,0,NE,3.8,2,Feb,2015,400
9,66,97,46,57,5,-1.3,1009.4,0,S,1.4,10,Dec,2014,3400
11,92,164,58,88,43,14.6,1001.8,0,S,2.1,6,Apr,2017,2800
17,54,76,12,46,52,5.9,1016.6,0,SW,2.6,19,Apr,2014,600
14,256,256,25,59,137,21.2,1006.6,0,SSE,1.1,17,Oct,2016,2100
12,27,66,22,18,62,15.7,1011.1,0,NNW,5.2,1,Apr,2014,600
8,41,68,2,38,43,25.4,1001.2,0,WNW,1.2,9,Aug,2017,1400
6,78,34,3,12,70,27.2,988.9,0,ESE,1.7,16,Aug,2014,800
20,98,118,2,46,166,27,997.4,0,E,1.3,8,Jun,2017,1200
8,29,6,4,41,4,23.1,991.7,3.2,NNW,0.2,15,Jul,2014,1300
20,92,115,68,80,7,-2.6,1025.6,0,NNE,0.7,23,Dec,2014,2100
8,15,15,2,27,44,26.5,1001.2,0,NNE,2.2,1,Jul,2017,400
5,49,49,2,60,31,22.3,1006.6,0,E,1.2,9,Aug,2016,800
21,84,149,50,102,1,-0.3,1008.9,0,SW,1.8,30,Dec,2014,1900
23,14,18,2,32,24,17.2,1005.5,0,N,0.6,10,Sep,2014,300
1,44,88,29,42,,15.7,1007.3,0,WSW,2.3,2,May,2014,700
16,77,90,6,37,218,28.9,995,0,S,2.5,12,Jun,2017,900
11,48,85,6,27,142,30.1,1003.1,0,S,4.3,18,Aug,2015,700
5,30,38,2,41,63,21.2,1001.4,0,ENE,1.4,6,Aug,2016,300
17,376,376,7,60,119,18.3,1009.9,0,NE,0.5,9,Oct,2015,1600
4,58,58,2,33,,24,1005.6,0,NE,0.3,8,Aug,2017,1000
1,46,103,38,57,7,3.8,1027,0,WNW,5.4,22,Dec,2015,1400
16,11,27,2,17,123,28.3,1005.4,0,E,3.6,24,Aug,2016,500
11,20,20,2,2,135,30.8,993.4,0,NNE,1.5,17,Jun,2016,500
6,9,63,4,9,58,-14.3,1038.1,0,NW,4.4,24,Jan,2017,700
22,41,75,8,38,81,20,1012,0,S,2,7,May,2017,500
1,344,344,7,115,2,13.3,1010.4,0,ENE,0.7,26,Oct,2015,2700
19,350,375,68,167,55,10,993.3,0,ENE,0.6,17,Mar,2014,3100
8,11,25,3,59,31,22.4,1002.7,0,N,1.1,27,May,2017,300
17,75,90,25,48,72,8.6,1014.6,0,S,2,18,Feb,2018,900
17,225,244,26,86,2,26,991.3,0,ENE,1.5,1,Jul,2014,2799
